symbol,date,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,link,finalLink
8708.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,16707000000.0,1361000000.0,18068000000.0,0.0,0.0,46372000000.0,64440000000.0,6701000000.0,295000000.0,77000000.0,372000000.0,32169000000.0,0.0,3442000000.0,42684000000.0,3000000.0,107127000000.0,0.0,4380000000.0,994000000.0,0.0,37649000000.0,42029000000.0,934000000.0,0.0,5150000000.0,670000000.0,6754000000.0,0.0,48783000000.0,8000000000.0,35388000000.0,0.0,14422000000.0,57810000000.0,106593000000.0,33530000000.0,5314000000.0,-11393000000.0,,
NKIND.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,11179543.0,7955000.0,19134543.0,0.0,16802687.0,211879620.0,247816850.0,1335349632.0,823624384.0,31577.0,823655961.0,-3961269.0,227844591.0,16385383218.0,18768272133.0,0.0,19016088982.0,10990266.0,0.0,218001.0,0.0,39352097.0,50342363.0,0.0,0.0,2293291.0,22360070149.0,22362363440.0,0.0,22412705803.0,60099000.0,-5304495095.0,0.0,1847779274.0,-3396616821.0,19016088982.0,3993731.0,0.0,-11179543.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
NEULANDLAB.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,24356000.0,81157000.0,105513000.0,0.0,2476077000.0,2914282000.0,5495872000.0,4432757000.0,2794610000.0,34975000.0,2829585000.0,-76757000.0,0.0,566419000.0,7752004000.0,0.0,13247876000.0,1521345000.0,845746000.0,0.0,0.0,1318018000.0,3685109000.0,977186000.0,300000.0,597568000.0,123136000.0,1698190000.0,0.0,5383299000.0,129005000.0,2481587000.0,0.0,5253985000.0,7864577000.0,13247876000.0,4400000.0,1822932000.0,1798576000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
SAP.TO,2021-03-31,CAD,,2021-03-31,2021-03-31,2021,FY,308700000.0,0.0,308700000.0,1252000000.0,2294200000.0,92700000.0,3947600000.0,4258900000.0,3066100000.0,1516800000.0,4582900000.0,0.0,13700000.0,319700000.0,9175200000.0,0.0,13122800000.0,1641100000.0,450700000.0,54200000.0,0.0,54200000.0,2146000000.0,3663700000.0,0.0,753200000.0,115900000.0,4532800000.0,0.0,6678800000.0,1806500000.0,4261700000.0,375800000.0,0.0,6444000000.0,13122800000.0,0.0,4114400000.0,3805700000.0,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Saputo Inc.&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Saputo Inc.&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer
SADBHAV.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,1074654000.0,100229000.0,1174883000.0,0.0,1391108000.0,35754741000.0,38320732000.0,3019792000.0,265300000.0,40047043000.0,40312343000.0,7358033000.0,1433124000.0,34398979000.0,86522271000.0,0.0,124843003000.0,8886145000.0,16612796000.0,102880000.0,0.0,14151475000.0,39650416000.0,53674945000.0,0.0,939320000.0,12734110000.0,67348375000.0,0.0,106998791000.0,171571000.0,1722153000.0,0.0,12559169000.0,14452893000.0,121451684000.0,7458262000.0,70287741000.0,69213087000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
TAUG,2021-03-31,USD,0001142790,2021-06-29,2021-06-29,2021,FY,49826.0,1558531.0,1608357.0,32227.0,647013.0,108970.0,2396567.0,92136.0,0.0,0.0,0.0,0.0,0.0,11084.0,103220.0,0.0,2488703.0,390947.0,519245.0,0.0,0.0,257164.0,1167356.0,50100.0,0.0,0.0,0.0,50100.0,0.0,1217456.0,2760.0,-62149078.0,0.0,63417565.0,1271247.0,2488703.0,0.0,569345.0,519519.0,https://www.sec.gov/Archives/edgar/data/1142790/000149315221015598/0001493152-21-015598-index.htm,https://www.sec.gov/Archives/edgar/data/1142790/000149315221015598/form10-k.htm
NIPNF,2021-03-31,JPY,0000072127,2021-03-31,2021-03-31,2021,FY,523345000000.0,9573000000.0,532918000000.0,1010770000000.0,185548000000.0,131596000000.0,1860832000000.0,553171000000.0,300530000000.0,368858000000.0,669388000000.0,283743000000.0,133881000000.0,167549000000.0,1807732000000.0,0.0,3668564000000.0,467638000000.0,98990000000.0,28147000000.0,250011000000.0,380884000000.0,1197523000000.0,603866000000.0,0.0,0.0,305349000000.0,909215000000.0,0.0,2106738000000.0,427831000000.0,564660000000.0,0.0,315660000000.0,1308151000000.0,3414889000000.0,293316000000.0,702856000000.0,179511000000.0,,
NILKAMAL.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,310816000.0,745561000.0,1056377000.0,0.0,4979589000.0,3951866000.0,9987832000.0,6449496000.0,67560000.0,9351000.0,76911000.0,-524460000.0,0.0,1248228000.0,7250175000.0,0.0,17238007000.0,1925742000.0,456425000.0,81381000.0,0.0,790354000.0,3172521000.0,1845159000.0,0.0,127305000.0,688829000.0,2661293000.0,0.0,5833814000.0,149225000.0,7116854000.0,0.0,4127671000.0,11393750000.0,17227564000.0,221101000.0,2301584000.0,1990768000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
NMDC.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,4641000000.0,32240900000.0,36881900000.0,0.0,9217200000.0,59902900000.0,106002000000.0,204274600000.0,938900000.0,5699900000.0,6638800000.0,-23492000000.0,4082800000.0,71791700000.0,263295900000.0,0.0,369297900000.0,3607800000.0,14480400000.0,0.0,0.0,37268400000.0,55356600000.0,5511300000.0,0.0,0.0,9454100000.0,14965400000.0,0.0,70322000000.0,2930700000.0,16238800000.0,0.0,279671000000.0,298840500000.0,369162500000.0,8748900000.0,19991700000.0,15350700000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
DLINKINDIA.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,166971000.0,934962000.0,1101933000.0,0.0,909459000.0,1880803000.0,3892195000.0,222606000.0,153496000.0,50000.0,153546000.0,-919566000.0,25696000.0,937566000.0,419848000.0,0.0,4312043000.0,1504403000.0,44388000.0,2140000.0,0.0,70174000.0,1618965000.0,27028000.0,0.0,0.0,3047000.0,30075000.0,0.0,1649040000.0,71010000.0,2130563000.0,0.0,461415000.0,2662988000.0,4312028000.0,15396000.0,71416000.0,-95555000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
DEEPENR.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,31332000.0,1268000.0,32600000.0,0.0,128415000.0,234918000.0,395933000.0,1312404000.0,3185256000.0,0.0,3185256000.0,0.0,0.0,10632000.0,4508292000.0,0.0,4904224000.0,373200000.0,12138000.0,0.0,0.0,128579000.0,513917000.0,17160000.0,0.0,6253000.0,37815000.0,61228000.0,0.0,575145000.0,320000000.0,1973709000.0,0.0,1816642000.0,4110351000.0,4685496000.0,0.0,29298000.0,-2034000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
CUB.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,56150604000.0,0.0,0.0,3206432000.0,0.0,0.0,0.0,2326901000.0,0.0,0.0,0.0,94359442000.0,0.0,0.0,0.0,533116831000.0,533116831000.0,2309556000.0,0.0,0.0,0.0,0.0,0.0,15304092000.0,0.0,0.0,0.0,0.0,474692069000.0,474692069000.0,738822000.0,614545000.0,0.0,57071395000.0,58424762000.0,533116831000.0,0.0,15304092000.0,-40846512000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
DWARKESH.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,1482000.0,2000000.0,3482000.0,0.0,8553063000.0,1260244000.0,9816789000.0,4105040000.0,0.0,0.0,0.0,-574000.0,497736000.0,35403000.0,4637605000.0,0.0,14454394000.0,1871829000.0,4589636000.0,66882000.0,0.0,495827000.0,6957292000.0,1478471000.0,11328000.0,0.0,218192000.0,1707991000.0,0.0,8665283000.0,188301000.0,3740429000.0,0.0,1860381000.0,5789111000.0,14454394000.0,1426000.0,6068107000.0,6066625000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
COFFEEDAY.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,238600000.0,193400000.0,432000000.0,0.0,155700000.0,39355900000.0,39943600000.0,9385600000.0,3677400000.0,35800000.0,3713200000.0,4404100000.0,3846400000.0,4811700000.0,26161000000.0,0.0,66104600000.0,1487800000.0,16118800000.0,892900000.0,0.0,4173300000.0,21779900000.0,4602900000.0,631900000.0,86600000.0,39300000.0,5360700000.0,0.0,27140600000.0,2112500000.0,12224100000.0,0.0,22825100000.0,37161700000.0,64302300000.0,4597500000.0,20721700000.0,20483100000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
MIDHANI.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,938701000.0,86288000.0,1024989000.0,0.0,8008379000.0,5477552000.0,14510920000.0,9766031000.0,0.0,10572000.0,10572000.0,119761000.0,0.0,184923000.0,10081287000.0,0.0,24592207000.0,1009216000.0,1604355000.0,0.0,0.0,3812555000.0,6426126000.0,0.0,3129553000.0,337737000.0,3987442000.0,7454732000.0,0.0,13880858000.0,1873400000.0,877075000.0,0.0,7960874000.0,10711349000.0,24592207000.0,206049000.0,1604355000.0,665654000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
DTVL.L,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,939700000.0,608700000.0,1548400000.0,0.0,211800000.0,5609600000.0,7369800000.0,24868700000.0,22380200000.0,29144300000.0,51524500000.0,-576100000.0,6501700000.0,3159000000.0,85477800000.0,0.0,92847600000.0,11923500000.0,5414400000.0,0.0,0.0,46156700000.0,63494600000.0,2704100000.0,116700000.0,0.0,252200000.0,3073000000.0,0.0,66567600000.0,1841300000.0,-38817400000.0,0.0,63845700000.0,26869600000.0,93437200000.0,32600000.0,8118500000.0,7178800000.0,https://find-and-update.company-information.service.gov.uk/,https://find-and-update.company-information.service.gov.uk/
DHANI.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,12359503000.0,16779673000.0,29139176000.0,0.0,9045000.0,34079252000.0,63227473000.0,1969322000.0,679716000.0,1254358000.0,1934074000.0,-15400108000.0,2087780000.0,47471095000.0,38062163000.0,0.0,101289636000.0,751761000.0,18100257000.0,109571000.0,0.0,6252475000.0,25104493000.0,19675595000.0,0.0,77465000.0,307514000.0,20060574000.0,0.0,45165067000.0,1145424000.0,1904359000.0,0.0,48773181000.0,51822964000.0,96988031000.0,1379565000.0,37775852000.0,25416349000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
DRREDDY.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,14829000000.0,19744000000.0,34573000000.0,61683000000.0,45412000000.0,6581000000.0,148249000000.0,57111000000.0,4568000000.0,35648000000.0,40216000000.0,8333000000.0,10630000000.0,952000000.0,117242000000.0,0.0,265491000000.0,12696000000.0,24009000000.0,1389000000.0,2033000000.0,44653000000.0,83391000000.0,6299000000.0,1531000000.0,338000000.0,870000000.0,9038000000.0,0.0,92429000000.0,832000000.0,156023000000.0,1326000000.0,14881000000.0,173062000000.0,265491000000.0,28077000000.0,30308000000.0,15479000000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
8282.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,27995000000.0,0.0,27995000000.0,0.0,143454000000.0,31770000000.0,203219000000.0,174354000000.0,0.0,3668000000.0,3668000000.0,0.0,21429000000.0,25289000000.0,224740000000.0,3000000.0,427962000000.0,47799000000.0,12402000000.0,13392000000.0,0.0,46104000000.0,106305000000.0,20599000000.0,0.0,0.0,25678000000.0,46277000000.0,0.0,152582000000.0,18125000000.0,229613000000.0,0.0,27640000000.0,275378000000.0,427960000000.0,841000000.0,33001000000.0,5006000000.0,,
TM,2021-03-31,JPY,0001094517,2021-06-24,2021-06-24 06:37:55,2021,FY,5100857000000.0,4215457000000.0,9316314000000.0,9827389000000.0,2888028000000.0,745069000000.0,22776800000000.0,11801296000000.0,0.0,1108634000000.0,1108634000000.0,13244717000000.0,336224000000.0,12999467000000.0,39490338000000.0,2000000.0,62267140000000.0,2953716000000.0,12212059000000.0,350880000000.0,0.0,6294691000000.0,21460466000000.0,13447575000000.0,0.0,1247220000000.0,1823550000000.0,16518345000000.0,0.0,37978811000000.0,397050000000.0,24104176000000.0,-14566638000000.0,13469959000000.0,23404547000000.0,61383358000000.0,17460174000000.0,25659634000000.0,20558777000000.0,https://www.sec.gov/Archives/edgar/data/1094517/000119312521197902/0001193125-21-197902-index.htm,https://www.sec.gov/Archives/edgar/data/1094517/000119312521197902/d12243d20f.htm
9003.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,23675000000.0,0.0,23675000000.0,0.0,25026000000.0,22458000000.0,71159000000.0,497416000000.0,1428000000.0,8687000000.0,10115000000.0,0.0,9057000000.0,31660000000.0,548248000000.0,3000000.0,619410000000.0,7693000000.0,46255000000.0,880000000.0,0.0,38674000000.0,92622000000.0,312626000000.0,0.0,23223000000.0,51632000000.0,387481000000.0,0.0,480103000000.0,38803000000.0,71502000000.0,0.0,28929000000.0,139234000000.0,619337000000.0,6989000000.0,358881000000.0,335206000000.0,,
ENERGYDEV.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,20493000.0,538299000.0,558792000.0,0.0,8058000.0,529446000.0,1096296000.0,1939066000.0,0.0,75717000.0,75717000.0,-415214000.0,157029000.0,602276000.0,2358874000.0,0.0,3455170000.0,162656000.0,53342000.0,0.0,0.0,812632000.0,1028630000.0,1574329000.0,0.0,0.0,24011000.0,1598340000.0,0.0,2626970000.0,475000000.0,-345236000.0,0.0,764482000.0,894246000.0,3521216000.0,123085000.0,1627671000.0,1607178000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
8355.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,2097487000000.0,0.0,0.0,0.0,0.0,0.0,0.0,57611000000.0,0.0,50051000000.0,50051000000.0,2004093000000.0,0.0,0.0,0.0,14075848000000.0,14075848000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1059935000000.0,0.0,0.0,0.0,0.0,12970470000000.0,12970470000000.0,90845000000.0,743157000000.0,0.0,269954000000.0,1103956000000.0,14074426000000.0,0.0,1059935000000.0,-1037552000000.0,,
8363.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,1483423000000.0,0.0,0.0,0.0,0.0,0.0,0.0,31428000000.0,0.0,12108000000.0,12108000000.0,1201811000000.0,0.0,0.0,0.0,5524513000000.0,5524513000000.0,0.0,0.0,0.0,0.0,0.0,0.0,875185000000.0,0.0,0.0,0.0,0.0,5238246000000.0,5238246000000.0,26673000000.0,176013000000.0,0.0,75775000000.0,278461000000.0,5516707000000.0,0.0,875185000000.0,-608238000000.0,,
TLT.AX,2021-03-31,NZD,,2021-03-31,2021-03-31,2021,FY,169138344.2266,0.0,169138344.2266,25738562.0915,0.0,209852941.1765,404729847.4946,1573607843.1371,0.0,0.0,0.0,0.0,0.0,196314814.8148,1769922657.9519,0.0,2174652505.4465,0.0,44576252.7233,0.0,0.0,20812636.1655,65388888.8888,503773420.4793,0.0,137867102.3965,199724400.8715,841364923.7473,0.0,906753812.6361,6830065.3595,780962962.963,480105664.488,0.0,1267898692.8105,2174652505.4466,0.0,548349673.2026,379211328.976,,
COLPAL.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,2965729000.0,5761500000.0,8727229000.0,0.0,3358214000.0,1640396000.0,13725839000.0,12095657000.0,0.0,0.0,0.0,-5575355000.0,47681000.0,8646326000.0,15214309000.0,0.0,28940148000.0,7604400000.0,138198000.0,508341000.0,0.0,8436913000.0,16179511000.0,773557000.0,0.0,0.0,328450000.0,1102007000.0,0.0,17281518000.0,271986000.0,7418703000.0,0.0,3967941000.0,11658630000.0,28940148000.0,186145000.0,911755000.0,-2053974000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
TARO,2021-03-31,USD,0000906338,2021-03-31,2021-03-31,2021,FY,605177000.0,418480000.0,1023657000.0,266886000.0,180292000.0,0.0,1470835000.0,205508000.0,0.0,0.0,0.0,557209000.0,142007000.0,31314000.0,936038000.0,0.0,2406873000.0,61166000.0,1689000.0,18114000.0,0.0,613446000.0,676301000.0,0.0,0.0,35115000.0,0.0,35115000.0,0.0,711416000.0,0.0,0.0,-151621000.0,1847078000.0,1703649000.0,2415065000.0,975689000.0,0.0,-605177000.0,,
TIKK,2021-03-31,USD,0000096885,2021-06-29,2021-06-29,2021,FY,3485275.0,0.0,3485275.0,1933321.0,3437989.0,2274117.0,11130702.0,2123574.0,0.0,0.0,0.0,0.0,2675040.0,35110.0,4833724.0,0.0,15964426.0,906149.0,201883.0,0.0,150709.0,6712230.0,7970971.0,2443498.0,332428.0,0.0,0.0,2775926.0,0.0,10746897.0,325586.0,-7270042.0,0.0,0.0,5217529.0,15964426.0,0.0,2645381.0,-839894.0,https://www.sec.gov/Archives/edgar/data/96885/000118518521000882/0001185185-21-000882-index.htm,https://www.sec.gov/Archives/edgar/data/96885/000118518521000882/telinstru20210331_10k.htm
ABEO.PA,2021-03-31,EUR,,2021-03-31,2021-03-31,2021,FY,72002000.0,0.0,72002000.0,0.0,27304000.0,36618000.0,135924000.0,55004000.0,80516000.0,47329000.0,127845000.0,0.0,4414000.0,1633000.0,188896000.0,0.0,324820000.0,20723000.0,28666000.0,18113000.0,0.0,34562000.0,83951000.0,133894000.0,0.0,9382000.0,2522000.0,145798000.0,0.0,229749000.0,5636000.0,-611000.0,0.0,0.0,95071000.0,324820000.0,1597000.0,162560000.0,90558000.0,,
MODISNME.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,2128000.0,4929000.0,7057000.0,0.0,599512000.0,673523000.0,1280092000.0,693971000.0,0.0,1067000.0,1067000.0,12087000.0,0.0,38163000.0,745288000.0,0.0,2025380000.0,59672000.0,115589000.0,14085000.0,0.0,145092000.0,320353000.0,0.0,0.0,46347000.0,12907000.0,59254000.0,0.0,379607000.0,32450000.0,1482034000.0,0.0,131289000.0,1645773000.0,2025380000.0,17016000.0,115589000.0,113461000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
MIME,2021-03-31,USD,0001644675,2021-05-27,2021-05-27 16:14:28,2021,FY,292949000.0,0.0,292949000.0,114280000.0,0.0,36196000.0,443425000.0,220954000.0,173952000.0,43193000.0,217145000.0,0.0,0.0,53183000.0,491282000.0,0.0,934707000.0,10487000.0,42860000.0,7587000.0,237749000.0,54676000.0,345772000.0,206987000.0,12936000.0,0.0,8143000.0,228066000.0,0.0,573838000.0,775000.0,-53915000.0,5760000.0,408249000.0,360869000.0,934707000.0,0.0,249847000.0,-43102000.0,https://www.sec.gov/Archives/edgar/data/1644675/000156459021030433/0001564590-21-030433-index.htm,https://www.sec.gov/Archives/edgar/data/1644675/000156459021030433/mime-10k_20210331.htm
PGTK,2021-03-31,USD,0001553404,2021-06-29,2021-06-29 15:58:15,2021,FY,23436417.0,1126728.0,24563145.0,15732193.0,0.0,932948.0,41228286.0,2348777.0,4293789.0,11180524.0,15474313.0,0.0,0.0,5372401.0,23195491.0,0.0,64423777.0,3961965.0,559922.0,0.0,13603559.0,23055142.0,41180588.0,822289.0,0.0,0.0,3294342.0,4116631.0,0.0,45297219.0,46991.0,-74140257.0,892732.0,92327092.0,19126558.0,64423777.0,0.0,1382211.0,-22054206.0,https://www.sec.gov/Archives/edgar/data/1553404/000121390021034687/0001213900-21-034687-index.htm,https://www.sec.gov/Archives/edgar/data/1553404/000121390021034687/f10k2021_pacificgreentech.htm
BANKINDIA.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,1266936250000.0,0.0,0.0,122274073000.0,0.0,0.0,0.0,90013980000.0,0.0,0.0,0.0,1916930102000.0,0.0,0.0,0.0,7327900975000.0,7327900975000.0,16476917000.0,0.0,0.0,0.0,0.0,0.0,303628645000.0,0.0,0.0,0.0,0.0,6826505553000.0,6826505553000.0,32776625000.0,-887876000.0,0.0,467913532000.0,499802281000.0,7326307834000.0,0.0,303628645000.0,-963307605000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
IGC,2021-03-31,USD,0001326205,2021-06-14,2021-06-14 17:26:18,2021,FY,14548000.0,80000.0,14628000.0,1916000.0,5478000.0,1495000.0,23517000.0,11328000.0,0.0,407000.0,407000.0,12000.0,0.0,603000.0,12350000.0,0.0,35867000.0,476000.0,304000.0,0.0,0.0,1588000.0,2368000.0,681000.0,0.0,0.0,15000.0,696000.0,0.0,3064000.0,109720000.0,-74143000.0,-2774000.0,0.0,32803000.0,35867000.0,92000.0,985000.0,-13563000.0,https://www.sec.gov/Archives/edgar/data/1326205/000118518521000802/0001185185-21-000802-index.htm,https://www.sec.gov/Archives/edgar/data/1326205/000118518521000802/indiaglob20210331_10k.htm
AXB.IL,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,1103100326000.0,0.0,0.0,306143023000.0,0.0,0.0,0.0,43296925000.0,2892400000.0,0.0,2892400000.0,1860558703000.0,0.0,0.0,0.0,10103253271000.0,10103253271000.0,38982357000.0,0.0,0.0,0.0,0.0,0.0,1411793722000.0,0.0,0.0,0.0,0.0,9065578796000.0,9065578796000.0,6127497000.0,314669179000.0,0.0,715140328000.0,1035937004000.0,10101515800000.0,0.0,1411793722000.0,308693396000.0,,
LPG,2021-03-31,USD,0001596993,2021-06-02,2021-06-02 16:43:18,2021,FY,79330007.0,0.0,79330007.0,56393596.0,2007464.0,15612180.0,153343247.0,1394849318.0,0.0,0.0,0.0,0.0,0.0,33422280.0,1428271598.0,0.0,1581614845.0,9831328.0,61411730.0,0.0,853983.0,9983596.0,82080637.0,547732756.0,0.0,0.0,4976122.0,552708878.0,0.0,634789515.0,510715.0,289400512.0,-385929575.0,1042843678.0,946825330.0,1581614845.0,0.0,609144486.0,529814479.0,https://www.sec.gov/Archives/edgar/data/1596993/000159699321000026/0001596993-21-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1596993/000159699321000026/lpg-20210331x10k.htm
CESC.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,8396000000.0,7872200000.0,16268200000.0,0.0,5976700000.0,33729100000.0,55974000000.0,242166800000.0,0.0,1636400000.0,1636400000.0,-6473300000.0,0.0,65311400000.0,302641300000.0,0.0,358615300000.0,9392000000.0,31745400000.0,3642600000.0,0.0,15488900000.0,56626300000.0,111025400000.0,20670000000.0,41583400000.0,26019300000.0,199298100000.0,0.0,255924400000.0,1332200000.0,106654200000.0,0.0,-9258600000.0,98727800000.0,354652200000.0,1398900000.0,142770800000.0,134374800000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
CFR.SW,2021-03-31,EUR,,2021-03-31,2021-03-31,2021,FY,7877000000.0,5550000000.0,13427000000.0,0.0,6319000000.0,1460000000.0,21206000000.0,5922000000.0,3456000000.0,2436000000.0,5892000000.0,-4480000000.0,614000000.0,6205000000.0,14153000000.0,0.0,35359000000.0,675000000.0,4687000000.0,550000000.0,0.0,2774000000.0,8136000000.0,8906000000.0,0.0,258000000.0,175000000.0,9339000000.0,0.0,17475000000.0,334000000.0,14885000000.0,0.0,2555000000.0,17774000000.0,35249000000.0,1070000000.0,13593000000.0,5716000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html
CHAMBLFERT.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,8879100000.0,44900000.0,8924000000.0,0.0,7891400000.0,14660200000.0,31475600000.0,66387700000.0,0.0,18600000.0,18600000.0,2938600000.0,0.0,1646400000.0,70991300000.0,0.0,102466900000.0,3890400000.0,7767500000.0,44700000.0,0.0,3597000000.0,15254900000.0,31594100000.0,0.0,3089100000.0,171300000.0,34854500000.0,0.0,50109400000.0,4162100000.0,44127000000.0,0.0,4198800000.0,52487900000.0,102597300000.0,2983500000.0,39361600000.0,30482500000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
TPVC.L,2021-03-31,GBP,,2021-03-31,2021-03-31,2021,FY,521000.0,0.0,0.0,916000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48022000.0,0.0,0.0,0.0,49527000.0,49527000.0,452000.0,0.0,93000.0,0.0,0.0,0.0,2300000.0,0.0,0.0,0.0,0.0,2845000.0,2845000.0,560000.0,0.0,0.0,46122000.0,46682000.0,49527000.0,0.0,2300000.0,1779000.0,https://find-and-update.company-information.service.gov.uk/,https://find-and-update.company-information.service.gov.uk/
8401.HK,2021-03-31,HKD,,2021-03-31,2021-03-31,2021,FY,25567000.0,17356000.0,42923000.0,0.0,807000.0,7780000.0,51510000.0,386000.0,0.0,2070000.0,2070000.0,-15471000.0,392000.0,17356000.0,4733000.0,0.0,56243000.0,0.0,208000.0,0.0,0.0,9192000.0,9400000.0,0.0,0.0,0.0,0.0,0.0,0.0,9400000.0,2000000.0,0.0,-1001000.0,45844000.0,46843000.0,56243000.0,1885000.0,208000.0,-25359000.0,https://www1.hkexnews.hk/search/titlesearch.xhtml,https://www1.hkexnews.hk/search/titlesearch.xhtml
